"","names.NSDUH_2020."
"1248","ndssansp"
"1249","ndssdnsp"
"1250","ftnddnsp"
"1251","dnicnsp"
"1252","depndalc"
"1253","depndmrj"
"1254","depndcoc"
"1255","depndher"
"1256","depndpyhal"
"1257","depndpyinh"
"1258","depndpymth"
"1259","depndpypnr"
"1260","depndpytrq"
"1261","depndpystm"
"1262","depndpysed"
"1263","depndpypsy"
"1264","depndpyill"
"1265","depndpyiem"
"1266","dppyillalc"
"1267","abusealc"
"1268","abusemrj"
"1269","abusecoc"
"1270","abuseher"
"1271","abusepyhal"
"1272","abusepyinh"
"1273","abusepymth"
"1274","abusepypnr"
"1275","abusepytrq"
"1276","abusepystm"
"1277","abusepysed"
"1278","abusepypsy"
"1279","abusepyill"
"1280","abusepyiem"
"1281","abpyillalc"
"1282","abodalc"
"1283","abodmrj"
"1284","abodcoc"
"1285","abodher"
"1286","udpyhal"
"1287","udpyinh"
"1288","udpymth"
"1289","udpypnr"
"1290","udpytrq"
"1291","udpystm"
"1292","udpysed"
"1293","udpytrqsed"
"1294","udpypsy"
"1295","udpyopi"
"1296","udpyhrpnr"
"1297","udpyill"
"1298","udpyiem"
"1299","udpyilal"
"1300","udpyilaal"
"1301","dudnoaud"
"1302","audnodud"
"1303","PYUD5ALC"
"1304","PYUD5MRJ"
"1305","PYUD5COC"
"1306","PYUD5HER"
"1307","PYUD5HAL"
"1308","PYUD5INH"
"1309","PYUD5MTH"
"1310","PYUD5PNR"
"1311","PYUD5TRQ"
"1312","PYUD5STM"
"1313","PYUD5SED"
"1314","IRPYUD5ALC"
"1315","IIPYUD5ALC"
"1316","IRPYUD5MRJ"
"1317","IIPYUD5MRJ"
"1318","IRPYUD5COC"
"1319","IIPYUD5COC"
"1320","IRPYUD5HER"
"1321","IIPYUD5HER"
"1322","IRPYUD5HAL"
"1323","IIPYUD5HAL"
"1324","IRPYUD5INH"
"1325","IIPYUD5INH"
"1326","IRPYUD5MTH"
"1327","IIPYUD5MTH"
"1328","IRPYUD5PNR"
"1329","IIPYUD5PNR"
"1330","IRPYUD5TRQ"
"1331","IIPYUD5TRQ"
"1332","IRPYUD5STM"
"1333","IIPYUD5STM"
"1334","IRPYUD5SED"
"1335","IIPYUD5SED"
"1336","IRPYSEV5ALC"
"1337","IIPYSEV5ALC"
"1338","IRPYSEV5MRJ"
"1339","IIPYSEV5MRJ"
"1340","IRPYSEV5COC"
"1341","IIPYSEV5COC"
"1342","IRPYSEV5HER"
"1343","IIPYSEV5HER"
"1344","IRPYSEV5MTH"
"1345","IIPYSEV5MTH"
"1346","IRPYSEV5PNR"
"1347","IIPYSEV5PNR"
"1348","IRPYSEV5TRQ"
"1349","IIPYSEV5TRQ"
"1350","IRPYSEV5STM"
"1351","IIPYSEV5STM"
"1352","UDYR5TRQSD"
"1353","UDYR5PSY"
"1354","UDYR5OPI"
"1355","UDYR5HRPNR"
"1356","UDYR5CNS"
"1357","UDYR5ILL"
"1358","UDYR5IEM"
"1359","UDYR5ILAL"
"1360","UDYR5ILAAL"
"1361","UD5ILLNOALC"
"1362","UD5ALCNOILL"
"1363","booked"
"1364","NOBOOKY2"
"1365","bkmvthft"
"1366","bklarcny"
"1367","bkburgl"
"1368","bksrviol"
"1369","bksmaslt"
"1370","bkrob"
"1371","bkarson"
"1372","bkdrvinf"
"1373","bkdrunk"
"1374","bkpostob"
"1375","bkdrug"
"1376","bksexnr"
"1377","bkfraud"
"1378","bkoth"
"1379","BKOTHOF2"
"1380","probaton"
"1381","parolrel"
"1382","drvinalco"
"1383","drvinmarj"
"1384","drvincocn"
"1385","drvinhern"
"1386","drvinhall"
"1387","drvininhl"
"1388","drvinmeth"
"1389","drvinalon"
"1390","mxmjpnlt"
"1391","DRVINALCO2"
"1392","DRVINMARJ2"
"1393","drvindrg"
"1394","drvindrotmj"
"1395","drvinaldrg"
"1396","parol"
"1397","prob"
"1398","mrjyrbfr"
"1399","mrjaglst"
"1400","mrjylu"
"1401","mrjmlu"
"1402","cigaglst"
"1403","cigylu"
"1404","cigmlu"
"1405","cigdllst"
"1406","cigdlylu"
"1407","cigdlmlu"
"1408","smkaglast"
"1409","smkyrlast"
"1410","smkmolast"
"1411","cgraglst"
"1412","cigarylu"
"1413","cigarmlu"
"1414","alcaglst"
"1415","alcylu"
"1416","alcmlu"
"1417","cocaglst"
"1418","cocylu"
"1419","cocmlu"
"1420","crkaglst"
"1421","crkylu"
"1422","crkmlu"
"1423","heraglst"
"1424","herylu"
"1425","hermlu"
"1426","hallaglst"
"1427","hallyrlst"
"1428","hallmolst"
"1429","lsdaglst"
"1430","lsdylu"
"1431","lsdmlu"
"1432","pcpaglst"
"1433","pcpylu"
"1434","pcpmlu"
"1435","ecstmoagl"
"1436","ecstmoylu"
"1437","ecstmomlu"
"1438","inhlaglst"
"1439","inhlyrlst"
"1440","inhlmolst"
"1441","methaglst"
"1442","methyrlst"
"1443","methmolst"
"1444","cigyrbfr"
"1445","alcyrbfr"
"1446","cocyrbfr"
"1447","txevrrcvd"
"1448","txyrrecvd"
"1449","txyraldgb"
"1450","txyrhosov"
"1451","txyrhosad"
"1452","txyrresov"
"1453","txyrresad"
"1454","txyroutpt"
"1455","txyroutad"
"1456","txyrmhcop"
"1457","txyrmhcad"
"1458","txyremrgn"
"1459","txyremrad"
"1460","txyrdrprv"
"1461","txyrdrpad"
"1462","txyrprisn"
"1463","txyrpriad"
"1464","txyrslfhp"
"1465","txyrslfad"
"1466","txyrother"
"1467","TXYROTHSP2"
"1468","txyrothad"
"1469","txyrerdrg"
"1470","TXYRERNUM2"
"1471","txcurrent"
"1472","ndtxyradg"
"1473","ndmortxyr"
"1474","ndmortalc"
"1475","ndmortmrj"
"1476","ndmortcoc"
"1477","ndmorther"
"1478","ndmorthal"
"1479","ndmortinh"
"1480","ndmortmth"
"1481","ndmortpnr"
"1482","ndmorttrq"
"1483","ndmortstm"
"1484","ndmortsed"
"1485","ndmortoth"
"1486","ndtxyralc"
"1487","ndtxyrmrj"
"1488","ndtxyrcoc"
"1489","ndtxyrher"
"1490","ndtxyrhal"
"1491","ndtxyrinh"
"1492","ndtxyrmth"
"1493","ndtxyrpnr"
"1494","ndtxyrtrq"
"1495","ndtxyrstm"
"1496","ndtxyrsed"
"1497","ndtxyroth"
"1498","NDTXYOTH1"
"1499","NDTXYOTH2"
"1500","NDTXYOTH3"
"1501","NDTXYOTH4"
"1502","NDTXYOTH5"
"1503","ndtxeffrt"
"1504","ndtxnocov"
"1505","ndtxnotpy"
"1506","ndtxtsphr"
"1507","ndtxwantd"
"1508","ndtxnstop"
"1509","ndtxpfull"
"1510","ndtxdkwhr"
"1511","ndtxnbrng"
"1512","ndtxjobng"
"1513","ndtxnoned"
"1514","ndtxhandl"
"1515","ndtxnohlp"
"1516","ndtxntime"
"1517","ndtxfndou"
"1518","ndtxotrsn"
"1519","ndtxmimpt"
"1520","ndmreffrt"
"1521","ndmrnocov"
"1522","ndmrnotpy"
"1523","ndmrtsphr"
"1524","ndmrwantd"
"1525","ndmrnstop"
"1526","ndmrpfull"
"1527","ndmrdkwhr"
"1528","ndmrnbrng"
"1529","ndmrjobng"
"1530","ndmrnoned"
"1531","ndmrhandl"
"1532","ndmrnohlp"
"1533","ndmrntime"
"1534","ndmrfndou"
"1535","ndmrotrsn"
"1536","ndmrmimpt"
"1537","txrcvdrec"
"1538","TXLTYMNPL2"
"1539","txltyalco"
"1540","txltymrjh"
"1541","txltycocn"
"1542","txltyhern"
"1543","txltyhall"
"1544","txltyinhl"
"1545","txltymeth"
"1546","txltypnrl"
"1547","txltytrql"
"1548","txltystim"
"1549","txltysedv"
"1550","txltyothr"
"1551","TXLTYMAIN2"
"1552","TXLTYOCOM2"
"1553","TXLTYDAYS2"
"1554","txpayhins"
"1555","txpaymcre"
"1556","txpaymcad"
"1557","txpaypubl"
"1558","txpaysvng"
"1559","txpayfaml"
"1560","txpaycour"
"1561","txpaymilt"
"1562","txpayboss"
"1563","txpayothr"
"1564","TXPAYOTSP2"
"1565","txpayfree"
"1566","txenrloct"
"1567","txyrondtx"
"1568","txalconly"
"1569","txalconag"
"1570","txdrgonly"
"1571","txdrgonag"
"1572","txalcdrgu"
"1573","txalcdage"
"1574","txdrgalcu"
"1575","txdrgaage"
"1576","txyalonag"
"1577","txyalodrg"
"1578","txyalodag"
"1579","txydronag"
"1580","txydroalc"
"1581","txydroaag"
"1582","txyaldaag"
"1583","txyalddag"
"1584","txfgalage"
"1585","txfgdgage"
"1586","txfgadage"
"1587","txshgwent"
"1588","txshgaldb"
"1589","txshgflag"
"1590","TXEVRRCVD2"
"1591","txyralc"
"1592","txyrill"
"1593","txyralnil"
"1594","txyrilnal"
"1595","TXYRRECVD2"
"1596","txyrilanal"
"1597","TXLTYALCO2"
"1598","TXLTYMRJH2"
"1599","TXLTYCOCN2"
"1600","TXLTYHERN2"
"1601","TXLTYHALL2"
"1602","TXLTYINHL2"
"1603","TXLTYMETH2"
"1604","TXLTYPNRL2"
"1605","TXLTYTRQL2"
"1606","TXLTYSTIM2"
"1607","TXLTYSEDV2"
"1608","txltyill"
"1609","TXPAYHINS2"
"1610","TXPAYMCRE2"
"1611","TXPAYMCAD2"
"1612","TXPAYPUBL2"
"1613","TXPAYSVNG2"
"1614","TXPAYFAML2"
"1615","TXPAYCOUR2"
"1616","TXPAYMILT2"
"1617","TXPAYBOSS2"
"1618","txpdhinsal"
"1619","txpdmcreal"
"1620","txpdmcadal"
"1621","txpdpublal"
"1622","txpdsvngal"
"1623","txpdfamlal"
"1624","txpdcoural"
"1625","txpdmiltal"
"1626","txpdbossal"
"1627","txpdhinsil"
"1628","txpdmcreil"
"1629","txpdmcadil"
"1630","txpdpublil"
"1631","txpdsvngil"
"1632","txpdfamlil"
"1633","txpdcouril"
"1634","txpdmiltil"
"1635","txpdbossil"
"1636","txyrspalc"
"1637","txyrspill"
"1638","txyspalnil"
"1639","txyspilnal"
"1640","txyrspilal"
"1641","txysilanal"
"1642","txltcurrsp"
"1643","txyrhosal"
"1644","txyrresal"
"1645","txyroutal"
"1646","txyrmhcal"
"1647","txyremral"
"1648","txyrdrpal"
"1649","txyrprial"
"1650","txyrslfal"
"1651","txyrhosil"
"1652","txyrresil"
"1653","txyroutil"
"1654","txyrmhcil"
"1655","txyremril"
"1656","txyrdrpil"
"1657","txyrpriil"
"1658","txyrslfil"
"1659","TXYRHOSOV2"
"1660","TXYRRESOV2"
"1661","TXYROUTPT2"
"1662","TXYRMHCOP2"
"1663","TXYREMRGN2"
"1664","TXYRDRPRV2"
"1665","TXYRPRISN2"
"1666","TXYRSLFHP2"
"1667","txyrndalc"
"1668","TXND5YRALC"
"1669","txyrndill"
"1670","TXND5YRILL"
"1671","txyrndilal"
"1672","TXND5YRILAL"
"1673","ndfltxalc"
"1674","ndfltxill"
"1675","ndfltxilal"
"1676","ndtxeftalc"
"1677","ndtxeftill"
"1678","ndtxefilal"
"1679","txyrnospal"
"1680","NOSPT5YRAL"
"1681","txyrnospil"
"1682","NOSPT5YRIL"
"1683","txynspilal"
"1684","NSPT5YRILAL"
"1685","ndtrnnocov"
"1686","ndtrnnotpy"
"1687","ndtrntsphr"
"1688","ndtrnwantd"
"1689","ndtrnnstop"
"1690","ndtrnpfull"
"1691","ndtrndkwhr"
"1692","ndtrnnbrng"
"1693","ndtrnjobng"
"1694","ndtrnnoned"
"1695","ndtrnhandl"
"1696","ndtrnnohlp"
"1697","ndtrnntime"
"1698","ndtrnfndou"
"1699","ndtrnmimpt"
"1700","pregnant"
"1701","htanswer"
"1702","HTINCHE2"
"1703","wtanswer"
"1704","WTPOUND2"
"1705","NMERTMT2"
"1706","inhospyr"
"1707","NMNGTHS2"
"1708","NMVSOPT2"
"1709","nmvsoest"
"1710","hpusetob"
"1711","hpusealc"
"1712","hpusedrg"
"1713","hpqttob"
"1714","hpalcamt"
"1715","hpalcfrq"
"1716","hpalcprb"
"1717","hpalccut"
"1718","hpalctx"
"1719","hpalcnot"
"1720","hpdrgtalk"
"1721","stdanyyr"
"1722","hrtcondev"
"1723","diabetevr"
"1724","copdever"
"1725","cirrosevr"
"1726","hepbcever"
"1727","kidnydsev"
"1728","asthmaevr"
"1729","hivaidsev"
"1730","cancerevr"
"1731","highbpevr"
"1732","nonabovev"
"1733","cabladder"
"1734","cabloleulym"
"1735","CAOTHER2"
"1736","cabreast"
"1737","cacervix"
"1738","cacolnrect"
"1739","caesopstom"
"1740","cagallivpan"
"1741","cakidney"
"1742","calarylung"
"1743","camelanom"
"1744","camoutthro"
"1745","caovary"
"1746","caprostest"
"1747","caskinoth"
"1748","caskindk"
"1749","cathyroid"
"1750","cauterus"
"1751","canceryr"
"1752","hrtcondag"
"1753","hrtcondyr"
"1754","diabeteag"
"1755","copdage"
"1756","cirrosage"
"1757","hepbcage"
"1758","kidnydsag"
"1759","asthmaage"
"1760","asthmanow"
"1761","hivaidsag"
"1762","highbpmed"
"1763","highbpage"
"1764","preg"
"1765","PREG2"
"1766","trimest"
"1767","BMI2"
"1768","auinpyr"
"1769","auinpsyh"
"1770","auinpgen"
"1771","auinmedu"
"1772","auinahsp"
"1773","auinresd"
"1774","auinsfac"
"1775","AUNMPSY2"
"1776","AUNMPGE2"
"1777","AUNMMED2"
"1778","AUNMAHS2"
"1779","AUNMRES2"
"1780","AUNMSFA2"
"1781","aupinslf"
"1782","aupinofm"
"1783","aupinphi"
"1784","aupinmcr"
"1785","aupinmcd"
"1786","aupinreh"
"1787","aupinemp"
"1788","aupinmil"
"1789","aupinpub"
"1790","aupinprv"
"1791","aupinfre"
"1792","AUPINFM2"
"1793","auoptyr"
"1794","auopment"
"1795","auopther"
"1796","auopdoc"
"1797","auopclnc"
"1798","auopdtmt"
"1799","auopotop"
"1800","AUOPYRS2"
"1801","AUNMMEN2"
"1802","AUNMTHE2"
"1803","AUNMDOC2"
"1804","AUNMCLN2"
"1805","AUNMDTM2"
"1806","AUNMOTO2"
"1807","aupopslf"
"1808","aupopofm"
"1809","aupopphi"
"1810","aupopmcr"
"1811","aupopmcd"
"1812","aupopreh"
"1813","aupopemp"
"1814","aupopmil"
"1815","aupoppub"
"1816","aupopprv"
"1817","aupopfre"
"1818","aupopmos"
"1819","aupopamt"
"1820","aurxyr"
"1821","auunmtyr"
"1822","auuncost"
"1823","auunnbr"
"1824","auunjob"
"1825","auunncov"
"1826","auunenuf"
"1827","auunwher"
"1828","auuncfid"
"1829","auuncmit"
"1830","auunnond"
"1831","auunhndl"
"1832","auunnhlp"
"1833","auunbusy"
"1834","auunfout"
"1835","auunntsp"
"1836","auunsor"
"1837","AUUNRIM2"
"1838","aualtyr"
"1839","aualacup"
"1840","aualchir"
"1841","aualherb"
"1842","aualsgrp"
"1843","aualinet"
"1844","aualrelg"
"1845","aualhlin"
"1846","aualmasg"
"1847","aualoth"
"1848","AUALOTS2"
"1849","aumotvyr"
"1850","AMHINP2"
"1851","AMHOUTP3"
"1852","AMHRX2"
"1853","AMHTXRC3"
"1854","amhsvtyp"
"1855","AMHTXND2"
"1856","amhtxand"
"1857","MHLMNT3"
"1858","MHLTHER3"
"1859","MHLDOC3"
"1860","MHLCLNC3"
"1861","MHLDTMT3"
"1862","MHLSCHL3"
"1863","MHLOTH3"
"1864","MHPDSLF2"
"1865","MHPDOFM2"
"1866","MHPDPHI2"
"1867","MHPDMCR2"
"1868","MHPDMCD2"
"1869","MHPDREH2"
"1870","MHPDEMP2"
"1871","MHPDMIL2"
"1872","MHPDPUB2"
"1873","MHPDPRV2"
"1874","MHPDFRE2"
"1875","MHRCOST2"
"1876","MHRNBRS2"
"1877","MHRJOBS2"
"1878","MHRNCOV2"
"1879","MHRENUF2"
"1880","MHRWHER2"
"1881","MHRCFID2"
"1882","MHRCMIT2"
"1883","MHRNOND2"
"1884","MHRHAND2"
"1885","MHRNOHP2"
"1886","MHRTIME2"
"1887","MHRFOUT2"
"1888","MHRTRAN2"
"1889","MHRSOTH2"
"1890","rcvmhosptx"
"1891","rcvmhnsptx"
"1892","rcvsptxnmh"
"1893","rcvmhasptx"
"1894","snysell"
"1895","snystole"
"1896","snyattak"
"1897","snfamjev"
"1898","snrlgsvc"
"1899","snrlgimp"
"1900","snrldcsn"
"1901","snrlfrnd"
"1902","yeatndyr"
"1903","yehmslyr"
"1904","yeschflt"
"1905","yeschwrk"
"1906","yeschimp"
"1907","yeschint"
"1908","yetcgjob"
"1909","yelstgrd"
"1910","yestscig"
"1911","yestsmj"
"1912","yestsalc"
"1913","yestsdnk"
"1914","yepchkhw"
"1915","yephlphw"
"1916","yepchore"
"1917","yeplmttv"
"1918","yeplmtsn"
"1919","yepgdjob"
"1920","yepproud"
"1921","yeyargup"
"1922","yeyfgtsw"
"1923","yeyfgtgp"
"1924","yeyhgun"
"1925","yeysell"
"1926","yeystole"
"1927","yeyattak"
"1928","yeppkcig"
"1929","yepmjevr"
"1930","yepmjmo"
"1931","yepaldly"
"1932","yegpkcig"
"1933","yegmjevr"
"1934","yegmjmo"
"1935","yegaldly"
"1936","yefpkcig"
"1937","yefmjevr"
"1938","yefmjmo"
"1939","yefaldly"
"1940","yetlknon"
"1941","yetlkpar"
"1942","yetlkbgf"
"1943","yetlkota"
"1944","yetlksop"
"1945","yeprtdng"
"1946","yeprbslv"
"1947","yevioprv"
"1948","yedgprgp"
"1949","yeslfhlp"
"1950","yeprgstd"
"1951","yeschact"
"1952","yecomact"
"1953","yefaiact"
"1954","yeothact"
"1955","yedeclas"
"1956","yederglr"
"1957","yedespcl"
"1958","yepvntyr"
"1959","yerlgsvc"
"1960","yerlgimp"
"1961","yerldcsn"
"1962","yerlfrnd"
"1963","schfelt"
"1964","tchgjob"
"1965","avggrade"
"1966","stndscig"
"1967","stndsmj"
"1968","stndalc"
"1969","stnddnk"
"1970","parchkhw"
"1971","parhlphw"
"1972","PRCHORE2"
"1973","PRLMTTV2"
"1974","parlmtsn"
"1975","PRGDJOB2"
"1976","PRPROUD2"
"1977","argupar"
"1978","YOFIGHT2"
"1979","YOGRPFT2"
"1980","YOHGUN2"
"1981","YOSELL2"
"1982","YOSTOLE2"
"1983","YOATTAK2"
"1984","PRPKCIG2"
"1985","PRMJEVR2"
"1986","prmjmo"
"1987","PRALDLY2"
"1988","YFLPKCG2"
"1989","YFLTMRJ2"
"1990","yflmjmo"
"1991","YFLADLY2"
"1992","FRDPCIG2"
"1993","FRDMEVR2"
"1994","frdmjmon"
"1995","FRDADLY2"
"1996","talkprob"
"1997","PRTALK3"
"1998","PRBSOLV2"
"1999","PREVIOL2"
"2000","PRVDRGO2"
"2001","GRPCNSL2"
"2002","PREGPGM2"
"2003","YTHACT2"
"2004","DRPRVME3"
"2005","ANYEDUC3"
"2006","rlgattd"
"2007","rlgimpt"
"2008","rlgdcsn"
"2009","rlgfrnd"
"2010","DSTNRV30"
"2011","DSTHOP30"
"2012","DSTRST30"
"2013","DSTCHR30"
"2014","DSTEFF30"
"2015","DSTNGD30"
"2016","dstworst"
"2017","DSTNRV12"
"2018","DSTHOP12"
"2019","DSTRST12"
"2020","DSTCHR12"
"2021","DSTEFF12"
"2022","DSTNGD12"
"2023","impremem"
"2024","impconcn"
"2025","impgout"
"2026","impgoutm"
"2027","imppeop"
"2028","imppeopm"
"2029","impsoc"
"2030","impsocm"
"2031","imphhld"
"2032","imphhldm"
"2033","impresp"
"2034","imprespm"
"2035","impwork"
"2036","impweeks"
"2037","impdyfrq"
"2038","impydays"
"2039","suicthnk"
"2040","K6SCMON"
"2041","spdmon"
"2042","K6SCYR"
"2043","K6SCMAX"
"2044","spdyr"
"2045","mhsuithk"
"2046","MHSUTK_U"
"2047","mhsuipln"
"2048","mhsuitry"
"2049","WSPDSC2"
"2050","WHODASC2"
"2051","WHODASC3"
"2052","SMIPP_U"
"2053","SMIYR_U"
"2054","AMIYR_U"
"2055","SMMIYR_U"
"2056","MMIYR_U"
"2057","LMIYR_U"
"2058","lmmiyru"
"2059","MI_CAT_U"
"2060","smisudpy"
"2061","SMISUD5YR"
"2062","amisudpy"
"2063","AMISUD5YR"
"2064","lmmisudpy"
"2065","LMMISUD5YR"
"2066","SMIORSUD5"
"2067","SMISUD5ONL"
"2068","AMIORSUD5"
"2069","AMISUD5ONL"
"2070","addprev"
"2071","addscev"
"2072","adlosev"
"2073","addpdisc"
"2074","addplsin"
"2075","addslsin"
"2076","ADLSI2WK"
"2077","ADDPR2WK"
"2078","adwrhrs"
"2079","adwrdst"
"2080","adwrchr"
"2081","adwrimp"
"2082","addpprob"
"2083","adwrprob"
"2084","adwrage"
"2085","adwrdepr"
"2086","adwrdisc"
"2087","adwrlsin"
"2088","adwrplsr"
"2089","adwreles"
"2090","adwremor"
"2091","adwrgain"
"2092","adwrgrow"
"2093","adwrpreg"
"2094","ADWRGNL2"
"2095","adwrlose"
"2096","adwrdiet"
"2097","ADWRLSL2"
"2098","adwrslep"
"2099","adwrsmor"
"2100","adwrenrg"
"2101","adwrslow"
"2102","adwrslno"
"2103","adwrjitt"
"2104","adwrjino"
"2105","adwrthot"
"2106","adwrconc"
"2107","adwrdcsn"
"2108","adwrnogd"
"2109","adwrwrth"
"2110","adwrdlot"
"2111","adwrdbtr"
"2112","adwrsthk"
"2113","adwrspln"
"2114","adwrsatp"
"2115","AD_MDEA1"
"2116","AD_MDEA2"
"2117","AD_MDEA3"
"2118","AD_MDEA4"
"2119","AD_MDEA5"
"2120","AD_MDEA6"
"2121","AD_MDEA7"
"2122","AD_MDEA8"
"2123","AD_MDEA9"
"2124","adsmmdea"
"2125","adpbintf"
"2126","adpbdlya"
"2127","adpbrmbr"
"2128","adpbage"
"2129","adpbnum"
"2130","ADPB2WK"
"2131","adpshmgt"
"2132","adpswork"
"2133","adpsrels"
"2134","adpssoc"
"2135","adpsdays"
"2136","adseedoc"
"2137","adfamdoc"
"2138","adothdoc"
"2139","adpsych"
"2140","adpsymd"
"2141","adsocwrk"
"2142","adcouns"
"2143","adothmhp"
"2144","adnurse"
"2145","adrelig"
"2146","adherbal"
"2147","adothhlp"
"2148","adtmtnow"
"2149","ADRX12MO"
"2150","adrxnow"
"2151","adrxhlp"
"2152","adtmthlp"
"2153","amdelt"
"2154","amdeyr"
"2155","AMDEY2_U"
"2156","atxmdeyr"
"2157","arxmdeyr"
"2158","amdetxrx"
"2159","adocmde"
"2160","aomdmde"
"2161","APSY1MDE"
"2162","APSY2MDE"
"2163","asocmde"
"2164","acounmde"
"2165","aomhmde"
"2166","anursmde"
"2167","arelmde"
"2168","ahbchmde"
"2169","aothmde"
"2170","ahltmde"
"2171","aaltmde"
"2172","ASDSHOM2"
"2173","ASDSWRK2"
"2174","ASDSREL2"
"2175","ASDSSOC2"
"2176","ASDSOVL2"
"2177","amdeimp"
"2178","yuhospyr"
"2179","YUHOSPN2"
"2180","yuhosuic"
"2181","yuhodepr"
"2182","yuhofear"
"2183","yuhobkru"
"2184","yuhoeatp"
"2185","yuhoangr"
"2186","yuhofite"
"2187","yuhofmly"
"2188","yuhofrnd"
"2189","yuhootpp"
"2190","yuhoschl"
"2191","yuhosor"
"2192","yursidyr"
"2193","YURSIDN2"
"2194","yurssuic"
"2195","yursdepr"
"2196","yursfear"
"2197","yursbkru"
"2198","yurseatp"
"2199","yursangr"
"2200","yursfite"
"2201","yursfmly"
"2202","yursfrnd"
"2203","yursotpp"
"2204","yursschl"
"2205","yurssor"
"2206","yufcaryr"
"2207","YUFCARN2"
"2208","yufcsuic"
"2209","yufcdepr"
"2210","yufcfear"
"2211","yufcbkru"
"2212","yufceatp"
"2213","yufcangr"
"2214","yufcfite"
"2215","yufcfmly"
"2216","yufcfrnd"
"2217","yufcotpp"
"2218","yufcschl"
"2219","yufcsor"
"2220","yudytxyr"
"2221","YUDYTXN2"
"2222","yudysuic"
"2223","yudydepr"
"2224","yudyfear"
"2225","yudybkru"
"2226","yudyeatp"
"2227","yudyangr"
"2228","yudyfite"
"2229","yudyfmly"
"2230","yudyfrnd"
"2231","yudyotpp"
"2232","yudyschl"
"2233","yudysor"
"2234","yumhcryr"
"2235","YUMHCRN2"
"2236","yumhsuic"
"2237","yumhdepr"
"2238","yumhfear"
"2239","yumhbkru"
"2240","yumheatp"
"2241","yumhangr"
"2242","yumhfite"
"2243","yumhfmly"
"2244","yumhfrnd"
"2245","yumhotpp"
"2246","yumhschl"
"2247","yumhsor"
"2248","yutpstyr"
"2249","YUTPSTN2"
"2250","yutpsuic"
"2251","yutpdepr"
"2252","yutpfear"
"2253","yutpbkru"
"2254","yutpeatp"
"2255","yutpangr"
"2256","yutpfite"
"2257","yutpfmly"
"2258","yutpfrnd"
"2259","yutpotpp"
"2260","yutpschl"
"2261","yutpsor"
"2262","yuihtpyr"
"2263","YUIHTPN2"
"2264","yuihsuic"
"2265","yuihdepr"
"2266","yuihfear"
"2267","yuihbkru"
"2268","yuiheatp"
"2269","yuihangr"
"2270","yuihfite"
"2271","yuihfmly"
"2272","yuihfrnd"
"2273","yuihotpp"
"2274","yuihschl"
"2275","yuihsor"
"2276","yufdocyr"
"2277","YUFDOCN2"
"2278","yufdsuic"
"2279","yufddepr"
"2280","yufdfear"
"2281","yufdbkru"
"2282","yufdeatp"
"2283","yufdangr"
"2284","yufdfite"
"2285","yufdfmly"
"2286","yufdfrnd"
"2287","yufdotpp"
"2288","yufdschl"
"2289","yufdsor"
"2290","yuswscyr"
"2291","yuswsuic"
"2292","yuswdepr"
"2293","yuswfear"
"2294","yuswbkru"
"2295","yusweatp"
"2296","yuswangr"
"2297","yuswfite"
"2298","yuswfmly"
"2299","yuswfrnd"
"2300","yuswotpp"
"2301","yuswschl"
"2302","yuswsor"
"2303","yuscemyr"
"2304","yuscpgyr"
"2305","yujvdton"
"2306","YUJVDTN2"
"2307","yujvdtyr"
"2308","yhosp"
"2309","yresid"
"2310","yfost"
"2311","ydaytrt"
"2312","yclin"
"2313","yther"
"2314","yhome"
"2315","yped"
"2316","yspec"
"2317","yshsw"
"2318","yjail"
"2319","ANYMHIN2"
"2320","anymhout"
"2321","ANYSMH2"
"2322","anynsmh"
"2323","ANYMHED2"
"2324","anysedmf"
"2325","hospvst"
"2326","residvst"
"2327","fostvst"
"2328","dytxvst"
"2329","clinvst"
"2330","thervst"
"2331","homevst"
"2332","SPINVST2"
"2333","spoutvst"
"2334","SMHVST2"
"2335","SIMHSUI2"
"2336","SIMHDPR2"
"2337","SIMHFEA2"
"2338","SIMHBRK2"
"2339","SIMHEAT2"
"2340","SIMHANG2"
"2341","SIMHFIT2"
"2342","SIMHFML2"
"2343","SIMHFRD2"
"2344","SIMHOTP2"
"2345","SIMHSCH2"
"2346","SIMHMEN2"
"2347","SIMHOTH3"
"2348","somhsui"
"2349","somhdpr"
"2350","somhfea"
"2351","somhbrk"
"2352","somheat"
"2353","somhangr"
"2354","somhfite"
"2355","somhfmly"
"2356","somhfrnd"
"2357","somhotpp"
"2358","somhschl"
"2359","somhmend"
"2360","SOMHOTH2"
"2361","SMHSUI2"
"2362","SMHDPR2"
"2363","SMHFEA2"
"2364","SMHBRK2"
"2365","SMHEAT2"
"2366","SMHANGR2"
"2367","SMHFITE2"
"2368","SMHFMLY2"
"2369","SMHFRND2"
"2370","SMHOTPP2"
"2371","SMHSCHL2"
"2372","SMHMEND2"
"2373","SMHOTH3"
"2374","shswsui"
"2375","shswdpr"
"2376","shswfea"
"2377","shswbrk"
"2378","shsweat"
"2379","shswangr"
"2380","shswfite"
"2381","shswfmly"
"2382","shswfrnd"
"2383","shswotpp"
"2384","shswschl"
"2385","shswmend"
"2386","SHSWOTH2"
"2387","fdocsui"
"2388","fdocdpr"
"2389","fdocfea"
"2390","fdocbrk"
"2391","fdoceat"
"2392","fdocangr"
"2393","fdocfite"
"2394","fdocfmly"
